"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ARG","GDEXPRD","TOT","PC_GDP","A","2015",0.61854097910637,
"ARG","GDEXPRD","TOT","PC_GDP","A","2016",0.53019201749038,
"ARG","GDEXPRD","TOT","PC_GDP","A","2017",0.55712242705852,
"CHL","GDEXPRD","TOT","PC_GDP","A","2007",0.30956537535873,
"CHL","GDEXPRD","TOT","PC_GDP","A","2008",0.37496788897629,
"CHL","GDEXPRD","TOT","PC_GDP","A","2009",0.35202125310849,
"CHL","GDEXPRD","TOT","PC_GDP","A","2010",0.32947489593814,
"CHL","GDEXPRD","TOT","PC_GDP","A","2011",0.35144205732057,
"CHL","GDEXPRD","TOT","PC_GDP","A","2012",0.36220470205866,
"CHL","GDEXPRD","TOT","PC_GDP","A","2013",0.38869966151507,
"CHL","GDEXPRD","TOT","PC_GDP","A","2014",0.37503434196252,
"CHL","GDEXPRD","TOT","PC_GDP","A","2015",0.38072710566597,
"CHL","GDEXPRD","TOT","PC_GDP","A","2016",0.36934294459389,
"CHL","GDEXPRD","TOT","PC_GDP","A","2017",0.35591318357768,
"CHL","GDEXPRD","TOT","PC_GDP","A","2018",0.34953989079475,
"CHN","GDEXPRD","TOT","PC_GDP","A","1996",0.56323593302661,
"CHN","GDEXPRD","TOT","PC_GDP","A","1997",0.63872545944929,
"CHN","GDEXPRD","TOT","PC_GDP","A","1998",0.64688862674672,
"CHN","GDEXPRD","TOT","PC_GDP","A","1999",0.74963230585086,
"CHN","GDEXPRD","TOT","PC_GDP","A","2000",0.89316324973749,
"CHN","GDEXPRD","TOT","PC_GDP","A","2001",0.94033091263008,
"CHN","GDEXPRD","TOT","PC_GDP","A","2002",1.05786025662724,
"CHN","GDEXPRD","TOT","PC_GDP","A","2003",1.1203664624296,
"CHN","GDEXPRD","TOT","PC_GDP","A","2004",1.21498243328913,
"CHN","GDEXPRD","TOT","PC_GDP","A","2005",1.3079155920732,
"CHN","GDEXPRD","TOT","PC_GDP","A","2006",1.36853678821173,
"CHN","GDEXPRD","TOT","PC_GDP","A","2007",1.37369410383043,
"CHN","GDEXPRD","TOT","PC_GDP","A","2008",1.44592008760681,
"CHN","GDEXPRD","TOT","PC_GDP","A","2009",1.66479544654404,
"CHN","GDEXPRD","TOT","PC_GDP","A","2010",1.71372148792837,
"CHN","GDEXPRD","TOT","PC_GDP","A","2011",1.78034302154239,
"CHN","GDEXPRD","TOT","PC_GDP","A","2012",1.91214100040848,
"CHN","GDEXPRD","TOT","PC_GDP","A","2013",1.99786393995445,
"CHN","GDEXPRD","TOT","PC_GDP","A","2014",2.02243256022603,
"CHN","GDEXPRD","TOT","PC_GDP","A","2015",2.05701037020391,
"CHN","GDEXPRD","TOT","PC_GDP","A","2016",2.1003284198945,
"CHN","GDEXPRD","TOT","PC_GDP","A","2017",2.11602977395209,
"CHN","GDEXPRD","TOT","PC_GDP","A","2018",2.14057804190688,
"CHN","GDEXPRD","TOT","PC_GDP","A","2019",2.23477215919705,
"EST","GDEXPRD","TOT","PC_GDP","A","1998",0.56581901516426,
"EST","GDEXPRD","TOT","PC_GDP","A","1999",0.67646752711839,
"EST","GDEXPRD","TOT","PC_GDP","A","2000",0.59921794059136,
"EST","GDEXPRD","TOT","PC_GDP","A","2001",0.69786758792711,
"EST","GDEXPRD","TOT","PC_GDP","A","2002",0.71118565452739,
"EST","GDEXPRD","TOT","PC_GDP","A","2003",0.76436884400605,
"EST","GDEXPRD","TOT","PC_GDP","A","2004",0.84594344843212,
"EST","GDEXPRD","TOT","PC_GDP","A","2005",0.91759298282793,
"EST","GDEXPRD","TOT","PC_GDP","A","2006",1.11346232350338,
"EST","GDEXPRD","TOT","PC_GDP","A","2007",1.0589098265575,
"EST","GDEXPRD","TOT","PC_GDP","A","2008",1.25036192879597,
"EST","GDEXPRD","TOT","PC_GDP","A","2009",1.38893842710697,
"EST","GDEXPRD","TOT","PC_GDP","A","2010",1.56602439775473,
"EST","GDEXPRD","TOT","PC_GDP","A","2011",2.28440163552601,
"EST","GDEXPRD","TOT","PC_GDP","A","2012",2.10902577430466,
"EST","GDEXPRD","TOT","PC_GDP","A","2013",1.71301359814344,
"EST","GDEXPRD","TOT","PC_GDP","A","2014",1.42089271156459,
"EST","GDEXPRD","TOT","PC_GDP","A","2015",1.45711128481733,
"EST","GDEXPRD","TOT","PC_GDP","A","2016",1.23265690514322,
"EST","GDEXPRD","TOT","PC_GDP","A","2017",1.27556047012954,
"EST","GDEXPRD","TOT","PC_GDP","A","2018",1.4096901842641,
"EST","GDEXPRD","TOT","PC_GDP","A","2019",1.61124703933001,
"ISR","GDEXPRD","TOT","PC_GDP","A","1996",2.58038474365286,
"ISR","GDEXPRD","TOT","PC_GDP","A","1997",2.80041663542983,
"ISR","GDEXPRD","TOT","PC_GDP","A","1998",2.91205317484233,
"ISR","GDEXPRD","TOT","PC_GDP","A","1999",3.32264630631339,
"ISR","GDEXPRD","TOT","PC_GDP","A","2000",3.9225483401854,
"ISR","GDEXPRD","TOT","PC_GDP","A","2001",4.17539407278618,
"ISR","GDEXPRD","TOT","PC_GDP","A","2002",4.12088137155501,
"ISR","GDEXPRD","TOT","PC_GDP","A","2003",3.88191159466542,
"ISR","GDEXPRD","TOT","PC_GDP","A","2004",3.86628283121491,
"ISR","GDEXPRD","TOT","PC_GDP","A","2005",4.04445284672622,
"ISR","GDEXPRD","TOT","PC_GDP","A","2006",4.13765667705077,
"ISR","GDEXPRD","TOT","PC_GDP","A","2007",4.4196612111938,
"ISR","GDEXPRD","TOT","PC_GDP","A","2008",4.33757343387034,
"ISR","GDEXPRD","TOT","PC_GDP","A","2009",4.13231466394181,
"ISR","GDEXPRD","TOT","PC_GDP","A","2010",3.93533895449615,
"ISR","GDEXPRD","TOT","PC_GDP","A","2011",4.02231575870419,
"ISR","GDEXPRD","TOT","PC_GDP","A","2012",4.16158165579106,
"ISR","GDEXPRD","TOT","PC_GDP","A","2013",4.09531216734578,
"ISR","GDEXPRD","TOT","PC_GDP","A","2014",4.16739110281085,
"ISR","GDEXPRD","TOT","PC_GDP","A","2015",4.26085463107085,
"ISR","GDEXPRD","TOT","PC_GDP","A","2016",4.51664021168796,
"ISR","GDEXPRD","TOT","PC_GDP","A","2017",4.69121254050978,
"ISR","GDEXPRD","TOT","PC_GDP","A","2018",4.84622223657283,
"ISR","GDEXPRD","TOT","PC_GDP","A","2019",4.93443121798187,
"ROU","GDEXPRD","TOT","PC_GDP","A","1996",0.67471833645073,
"ROU","GDEXPRD","TOT","PC_GDP","A","1997",0.57450911957208,
"ROU","GDEXPRD","TOT","PC_GDP","A","1998",0.49540744223499,
"ROU","GDEXPRD","TOT","PC_GDP","A","1999",0.39832276368491,
"ROU","GDEXPRD","TOT","PC_GDP","A","2000",0.36625849633562,
"ROU","GDEXPRD","TOT","PC_GDP","A","2001",0.39129178116966,
"ROU","GDEXPRD","TOT","PC_GDP","A","2002",0.37721182230424,
"ROU","GDEXPRD","TOT","PC_GDP","A","2003",0.39707905892946,
"ROU","GDEXPRD","TOT","PC_GDP","A","2004",0.38942270635744,
"ROU","GDEXPRD","TOT","PC_GDP","A","2005",0.41262363527537,
"ROU","GDEXPRD","TOT","PC_GDP","A","2006",0.45681821762351,
"ROU","GDEXPRD","TOT","PC_GDP","A","2007",0.51148238711122,
"ROU","GDEXPRD","TOT","PC_GDP","A","2008",0.55215060316623,
"ROU","GDEXPRD","TOT","PC_GDP","A","2009",0.44395024697944,
"ROU","GDEXPRD","TOT","PC_GDP","A","2010",0.45665104741686,
"ROU","GDEXPRD","TOT","PC_GDP","A","2011",0.49863667244658,
"ROU","GDEXPRD","TOT","PC_GDP","A","2012",0.48542284028482,
"ROU","GDEXPRD","TOT","PC_GDP","A","2013",0.3881738412562,
"ROU","GDEXPRD","TOT","PC_GDP","A","2014",0.38161067898813,
"ROU","GDEXPRD","TOT","PC_GDP","A","2015",0.48838137013209,
"ROU","GDEXPRD","TOT","PC_GDP","A","2016",0.48125842578922,
"ROU","GDEXPRD","TOT","PC_GDP","A","2017",0.50321816509862,
"ROU","GDEXPRD","TOT","PC_GDP","A","2018",0.50111764762745,
"ROU","GDEXPRD","TOT","PC_GDP","A","2019",0.47795025699111,
"RUS","GDEXPRD","TOT","PC_GDP","A","1996",0.90022593437424,
"RUS","GDEXPRD","TOT","PC_GDP","A","1997",0.97275530113939,
"RUS","GDEXPRD","TOT","PC_GDP","A","1998",0.88896004805333,
"RUS","GDEXPRD","TOT","PC_GDP","A","1999",0.92847940817669,
"RUS","GDEXPRD","TOT","PC_GDP","A","2000",0.97843668483818,
"RUS","GDEXPRD","TOT","PC_GDP","A","2001",1.09690033148647,
"RUS","GDEXPRD","TOT","PC_GDP","A","2002",1.16174485314641,
"RUS","GDEXPRD","TOT","PC_GDP","A","2003",1.19732117543917,
"RUS","GDEXPRD","TOT","PC_GDP","A","2004",1.07191320818482,
"RUS","GDEXPRD","TOT","PC_GDP","A","2005",0.99429683185172,
"RUS","GDEXPRD","TOT","PC_GDP","A","2006",0.99892586809497,
"RUS","GDEXPRD","TOT","PC_GDP","A","2007",1.03912283128139,
"RUS","GDEXPRD","TOT","PC_GDP","A","2008",0.97230527045589,
"RUS","GDEXPRD","TOT","PC_GDP","A","2009",1.16555778919433,
"RUS","GDEXPRD","TOT","PC_GDP","A","2010",1.05223284615462,
"RUS","GDEXPRD","TOT","PC_GDP","A","2011",1.01544846770538,
"RUS","GDEXPRD","TOT","PC_GDP","A","2012",1.02765690153822,
"RUS","GDEXPRD","TOT","PC_GDP","A","2013",1.02732122689714,
"RUS","GDEXPRD","TOT","PC_GDP","A","2014",1.07241119823246,
"RUS","GDEXPRD","TOT","PC_GDP","A","2015",1.10085228234373,
"RUS","GDEXPRD","TOT","PC_GDP","A","2016",1.10238071879667,
"RUS","GDEXPRD","TOT","PC_GDP","A","2017",1.10966615734981,
"RUS","GDEXPRD","TOT","PC_GDP","A","2018",0.98274984278188,
"RUS","GDEXPRD","TOT","PC_GDP","A","2019",1.03119256302332,
"SGP","GDEXPRD","TOT","PC_GDP","A","1996",1.31991156026196,
"SGP","GDEXPRD","TOT","PC_GDP","A","1997",1.41564418986657,
"SGP","GDEXPRD","TOT","PC_GDP","A","1998",1.73707374321223,
"SGP","GDEXPRD","TOT","PC_GDP","A","1999",1.81624445804345,
"SGP","GDEXPRD","TOT","PC_GDP","A","2000",1.8169874976152,
"SGP","GDEXPRD","TOT","PC_GDP","A","2001",2.00930660730357,
"SGP","GDEXPRD","TOT","PC_GDP","A","2002",2.0328175157108,
"SGP","GDEXPRD","TOT","PC_GDP","A","2003",1.99679163685891,
"SGP","GDEXPRD","TOT","PC_GDP","A","2004",2.0785926257374,
"SGP","GDEXPRD","TOT","PC_GDP","A","2005",2.14812220587337,
"SGP","GDEXPRD","TOT","PC_GDP","A","2006",2.11660543668074,
"SGP","GDEXPRD","TOT","PC_GDP","A","2007",2.31988106972705,
"SGP","GDEXPRD","TOT","PC_GDP","A","2008",2.5967395970528,
"SGP","GDEXPRD","TOT","PC_GDP","A","2009",2.12924118564632,
"SGP","GDEXPRD","TOT","PC_GDP","A","2010",1.93137441697522,
"SGP","GDEXPRD","TOT","PC_GDP","A","2011",2.07065016468494,
"SGP","GDEXPRD","TOT","PC_GDP","A","2012",1.91938617649731,
"SGP","GDEXPRD","TOT","PC_GDP","A","2013",1.923349242589,
"SGP","GDEXPRD","TOT","PC_GDP","A","2014",2.08463561282062,
"SGP","GDEXPRD","TOT","PC_GDP","A","2015",2.18198104543197,
"SGP","GDEXPRD","TOT","PC_GDP","A","2016",2.07629307466161,
"SGP","GDEXPRD","TOT","PC_GDP","A","2017",1.91949823663026,
"SGP","GDEXPRD","TOT","PC_GDP","A","2018",1.84383760512615,
"SVN","GDEXPRD","TOT","PC_GDP","A","1996",1.26473070654168,
"SVN","GDEXPRD","TOT","PC_GDP","A","1997",1.24643136622129,
"SVN","GDEXPRD","TOT","PC_GDP","A","1998",1.3051463746702,
"SVN","GDEXPRD","TOT","PC_GDP","A","1999",1.33687768566812,
"SVN","GDEXPRD","TOT","PC_GDP","A","2000",1.35981661321034,
"SVN","GDEXPRD","TOT","PC_GDP","A","2001",1.46767005657844,
"SVN","GDEXPRD","TOT","PC_GDP","A","2002",1.44324751605762,
"SVN","GDEXPRD","TOT","PC_GDP","A","2003",1.24791644598226,
"SVN","GDEXPRD","TOT","PC_GDP","A","2004",1.37026396609324,
"SVN","GDEXPRD","TOT","PC_GDP","A","2005",1.41777554474893,
"SVN","GDEXPRD","TOT","PC_GDP","A","2006",1.537052303453,
"SVN","GDEXPRD","TOT","PC_GDP","A","2007",1.42703358676773,
"SVN","GDEXPRD","TOT","PC_GDP","A","2008",1.62673184099836,
"SVN","GDEXPRD","TOT","PC_GDP","A","2009",1.81184118432154,
"SVN","GDEXPRD","TOT","PC_GDP","A","2010",2.05132509615882,
"SVN","GDEXPRD","TOT","PC_GDP","A","2011",2.41297117799824,
"SVN","GDEXPRD","TOT","PC_GDP","A","2012",2.56061300908942,
"SVN","GDEXPRD","TOT","PC_GDP","A","2013",2.56486823771297,
"SVN","GDEXPRD","TOT","PC_GDP","A","2014",2.3654795999831,
"SVN","GDEXPRD","TOT","PC_GDP","A","2015",2.19564741013188,
"SVN","GDEXPRD","TOT","PC_GDP","A","2016",2.0076370399954,
"SVN","GDEXPRD","TOT","PC_GDP","A","2017",1.86539699292364,
"SVN","GDEXPRD","TOT","PC_GDP","A","2018",1.94651855399344,
"SVN","GDEXPRD","TOT","PC_GDP","A","2019",2.04423270119041,
"ZAF","GDEXPRD","TOT","PC_GDP","A","1997",0.58354441721648,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2001",0.71578101080731,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2003",0.76051125228736,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2004",0.81334104913712,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2005",0.86315110409979,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2006",0.89814994019789,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2007",0.88286519756796,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2008",0.88815898944013,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2009",0.83562101498718,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2010",0.73703579055974,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2011",0.73451375694868,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2012",0.73362955846813,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2013",0.72487965645514,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2014",0.77115062391196,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2015",0.79845934926632,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2016",0.81882256931164,
"ZAF","GDEXPRD","TOT","PC_GDP","A","2017",0.8321464094459,
"TWN","GDEXPRD","TOT","PC_GDP","A","1996",1.71771586311316,
"TWN","GDEXPRD","TOT","PC_GDP","A","1997",1.79573032006689,
"TWN","GDEXPRD","TOT","PC_GDP","A","1998",1.88393609187882,
"TWN","GDEXPRD","TOT","PC_GDP","A","1999",1.94319267850701,
"TWN","GDEXPRD","TOT","PC_GDP","A","2000",1.91344168633949,
"TWN","GDEXPRD","TOT","PC_GDP","A","2001",2.02554937803309,
"TWN","GDEXPRD","TOT","PC_GDP","A","2002",2.11109205081296,
"TWN","GDEXPRD","TOT","PC_GDP","A","2003",2.22392141306106,
"TWN","GDEXPRD","TOT","PC_GDP","A","2004",2.27031180181578,
"TWN","GDEXPRD","TOT","PC_GDP","A","2005",2.33436919398422,
"TWN","GDEXPRD","TOT","PC_GDP","A","2006",2.44211685295954,
"TWN","GDEXPRD","TOT","PC_GDP","A","2007",2.48296433895152,
"TWN","GDEXPRD","TOT","PC_GDP","A","2008",2.67231012835095,
"TWN","GDEXPRD","TOT","PC_GDP","A","2009",2.84108909601922,
"TWN","GDEXPRD","TOT","PC_GDP","A","2010",2.81557396433416,
"TWN","GDEXPRD","TOT","PC_GDP","A","2011",2.91229035426496,
"TWN","GDEXPRD","TOT","PC_GDP","A","2012",2.95683306062524,
"TWN","GDEXPRD","TOT","PC_GDP","A","2013",3.00203880826238,
"TWN","GDEXPRD","TOT","PC_GDP","A","2014",2.98031559977106,
"TWN","GDEXPRD","TOT","PC_GDP","A","2015",2.99980018022607,
"TWN","GDEXPRD","TOT","PC_GDP","A","2016",3.08600800526087,
"TWN","GDEXPRD","TOT","PC_GDP","A","2017",3.19463146224671,
"TWN","GDEXPRD","TOT","PC_GDP","A","2018",3.35817255937862,
"TWN","GDEXPRD","TOT","PC_GDP","A","2019",3.49865254615676,
"OECD","GDEXPRD","TOT","PC_GDP","A","1996",1.97513115579323,
"OECD","GDEXPRD","TOT","PC_GDP","A","1997",1.99607083671418,
"OECD","GDEXPRD","TOT","PC_GDP","A","1998",2.02775540255796,
"OECD","GDEXPRD","TOT","PC_GDP","A","1999",2.07165699451682,
"OECD","GDEXPRD","TOT","PC_GDP","A","2000",2.09777511733358,
"OECD","GDEXPRD","TOT","PC_GDP","A","2001",2.13465522751707,
"OECD","GDEXPRD","TOT","PC_GDP","A","2002",2.11126327283779,
"OECD","GDEXPRD","TOT","PC_GDP","A","2003",2.11639327759189,
"OECD","GDEXPRD","TOT","PC_GDP","A","2004",2.08905812118704,
"OECD","GDEXPRD","TOT","PC_GDP","A","2005",2.11887249480749,
"OECD","GDEXPRD","TOT","PC_GDP","A","2006",2.14773081087542,
"OECD","GDEXPRD","TOT","PC_GDP","A","2007",2.17914041551753,
"OECD","GDEXPRD","TOT","PC_GDP","A","2008",2.24684190664476,
"OECD","GDEXPRD","TOT","PC_GDP","A","2009",2.2909584910694,
"OECD","GDEXPRD","TOT","PC_GDP","A","2010",2.25239700303338,
"OECD","GDEXPRD","TOT","PC_GDP","A","2011",2.28239221647005,
"OECD","GDEXPRD","TOT","PC_GDP","A","2012",2.27537822182083,
"OECD","GDEXPRD","TOT","PC_GDP","A","2013",2.30120756377181,
"OECD","GDEXPRD","TOT","PC_GDP","A","2014",2.32177676157087,
"OECD","GDEXPRD","TOT","PC_GDP","A","2015",2.31264412178491,
"OECD","GDEXPRD","TOT","PC_GDP","A","2016",2.31249225669097,
"OECD","GDEXPRD","TOT","PC_GDP","A","2017",2.3548117338198,
"OECD","GDEXPRD","TOT","PC_GDP","A","2018",2.41920655908417,
"OECD","GDEXPRD","TOT","PC_GDP","A","2019",2.47473982050261,
"LVA","GDEXPRD","TOT","PC_GDP","A","1996",0.39728712416604,
"LVA","GDEXPRD","TOT","PC_GDP","A","1997",0.36662163901875,
"LVA","GDEXPRD","TOT","PC_GDP","A","1998",0.37959349215994,
"LVA","GDEXPRD","TOT","PC_GDP","A","1999",0.35221696694121,
"LVA","GDEXPRD","TOT","PC_GDP","A","2000",0.43535281593585,
"LVA","GDEXPRD","TOT","PC_GDP","A","2001",0.40314803807185,
"LVA","GDEXPRD","TOT","PC_GDP","A","2002",0.40893484870176,
"LVA","GDEXPRD","TOT","PC_GDP","A","2003",0.35998179930817,
"LVA","GDEXPRD","TOT","PC_GDP","A","2004",0.39932878843458,
"LVA","GDEXPRD","TOT","PC_GDP","A","2005",0.52844433351931,
"LVA","GDEXPRD","TOT","PC_GDP","A","2006",0.64849354342449,
"LVA","GDEXPRD","TOT","PC_GDP","A","2007",0.55194512713481,
"LVA","GDEXPRD","TOT","PC_GDP","A","2008",0.57878525319292,
"LVA","GDEXPRD","TOT","PC_GDP","A","2009",0.45017455554044,
"LVA","GDEXPRD","TOT","PC_GDP","A","2010",0.60790489258097,
"LVA","GDEXPRD","TOT","PC_GDP","A","2011",0.69291021408059,
"LVA","GDEXPRD","TOT","PC_GDP","A","2012",0.65943978226355,
"LVA","GDEXPRD","TOT","PC_GDP","A","2013",0.60854045302107,
"LVA","GDEXPRD","TOT","PC_GDP","A","2014",0.68942415720226,
"LVA","GDEXPRD","TOT","PC_GDP","A","2015",0.61968466193738,
"LVA","GDEXPRD","TOT","PC_GDP","A","2016",0.43532628651536,
"LVA","GDEXPRD","TOT","PC_GDP","A","2017",0.5114555851636,
"LVA","GDEXPRD","TOT","PC_GDP","A","2018",0.63892854359739,
"LVA","GDEXPRD","TOT","PC_GDP","A","2019",0.6404422787363,
"LTU","GDEXPRD","TOT","PC_GDP","A","1996",0.49170286939225,
"LTU","GDEXPRD","TOT","PC_GDP","A","1997",0.53667179126565,
"LTU","GDEXPRD","TOT","PC_GDP","A","1998",0.54380550922873,
"LTU","GDEXPRD","TOT","PC_GDP","A","1999",0.50206205074267,
"LTU","GDEXPRD","TOT","PC_GDP","A","2000",0.58553172051167,
"LTU","GDEXPRD","TOT","PC_GDP","A","2001",0.667615891737,
"LTU","GDEXPRD","TOT","PC_GDP","A","2002",0.65755131233186,
"LTU","GDEXPRD","TOT","PC_GDP","A","2003",0.66412627402884,
"LTU","GDEXPRD","TOT","PC_GDP","A","2004",0.75140224786474,
"LTU","GDEXPRD","TOT","PC_GDP","A","2005",0.74821057318657,
"LTU","GDEXPRD","TOT","PC_GDP","A","2006",0.79204131058484,
"LTU","GDEXPRD","TOT","PC_GDP","A","2007",0.8017381124701,
"LTU","GDEXPRD","TOT","PC_GDP","A","2008",0.78931560027518,
"LTU","GDEXPRD","TOT","PC_GDP","A","2009",0.83083942222311,
"LTU","GDEXPRD","TOT","PC_GDP","A","2010",0.78330350720839,
"LTU","GDEXPRD","TOT","PC_GDP","A","2011",0.90269336200888,
"LTU","GDEXPRD","TOT","PC_GDP","A","2012",0.89304264260579,
"LTU","GDEXPRD","TOT","PC_GDP","A","2013",0.94871677561979,
"LTU","GDEXPRD","TOT","PC_GDP","A","2014",1.03010797600541,
"LTU","GDEXPRD","TOT","PC_GDP","A","2015",1.04341334619563,
"LTU","GDEXPRD","TOT","PC_GDP","A","2016",0.84240976973692,
"LTU","GDEXPRD","TOT","PC_GDP","A","2017",0.89626108400248,
"LTU","GDEXPRD","TOT","PC_GDP","A","2018",0.93712020636567,
"LTU","GDEXPRD","TOT","PC_GDP","A","2019",0.99158622618977,
"COL","GDEXPRD","TOT","PC_GDP","A","2000",0.14008124689902,
"COL","GDEXPRD","TOT","PC_GDP","A","2001",0.14103607268351,
"COL","GDEXPRD","TOT","PC_GDP","A","2002",0.16390566957987,
"COL","GDEXPRD","TOT","PC_GDP","A","2003",0.17907181408434,
"COL","GDEXPRD","TOT","PC_GDP","A","2004",0.1737216588479,
"COL","GDEXPRD","TOT","PC_GDP","A","2005",0.16556668352508,
"COL","GDEXPRD","TOT","PC_GDP","A","2006",0.16426629263792,
"COL","GDEXPRD","TOT","PC_GDP","A","2007",0.18306650286321,
"COL","GDEXPRD","TOT","PC_GDP","A","2008",0.19541050662518,
"COL","GDEXPRD","TOT","PC_GDP","A","2009",0.19350531065192,
"COL","GDEXPRD","TOT","PC_GDP","A","2010",0.19357908217783,
"COL","GDEXPRD","TOT","PC_GDP","A","2011",0.19841981731863,
"COL","GDEXPRD","TOT","PC_GDP","A","2012",0.22115853776278,
"COL","GDEXPRD","TOT","PC_GDP","A","2013",0.25760723309751,
"COL","GDEXPRD","TOT","PC_GDP","A","2014",0.30317360690782,
"COL","GDEXPRD","TOT","PC_GDP","A","2015",0.32315660080786,
"COL","GDEXPRD","TOT","PC_GDP","A","2016",0.29575585816771,
"COL","GDEXPRD","TOT","PC_GDP","A","2017",0.2615456452017,
"COL","GDEXPRD","TOT","PC_GDP","A","2018",0.28599679441722,
"COL","GDEXPRD","TOT","PC_GDP","A","2019",0.28065609159211,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","1996",1.57991168492759,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","1997",1.59422374520366,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","1998",1.60274729270764,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","1999",1.65259118204709,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2000",1.68078551645962,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2001",1.70397923466817,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2002",1.7090886102788,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2003",1.70307809056509,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2004",1.68134588541136,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2005",1.68060195164324,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2006",1.70205525428859,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2007",1.70363829774012,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2008",1.77917914067477,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2009",1.85831196138341,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2010",1.86248030871749,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2011",1.90724615845096,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2012",1.96167146773884,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2013",1.97696862368872,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2014",2.00130312269163,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2015",2.01101706408008,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2016",1.99219226756254,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2017",2.03328027085501,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2018",2.07142134914099,
"EU27_2020","GDEXPRD","TOT","PC_GDP","A","2019",2.10229748932884,
